timestamp,player,action,position
2026-04-24T14:09:40,Equipo rival,Recuperacion,Rival
2026-04-24T14:09:44,Equipo rival,Pase,Rival
2026-04-24T14:10:01,Equipo rival,Regate,Rival
2026-04-24T14:10:10,De Jong,Recuperacion,Mediocampista
2026-04-24T14:10:18,De Jong,Pase,Mediocampista
2026-04-24T14:10:23,Gerard Martin,Pase,Defensa
2026-04-27T10:47:16,I. Martinez,Pase,Defensa
2026-04-27T10:47:28,Dani Olmo,Pase,Mediocampista
2026-04-27T10:48:02,Equipo rival,Intercepcion,Rival
2026-04-27T10:48:55,Dani Olmo,Pase errado,Mediocampista
2026-04-27T10:48:57,Dani Olmo,Perdida,Mediocampista
2026-04-27T10:49:02,Equipo rival,Recuperacion,Rival
2026-04-27T10:49:11,Equipo rival,Pase errado,Rival
2026-04-27T10:49:13,Equipo rival,Perdida,Rival
2026-04-27T10:49:51,Raphinha,Pase,Atacante
2026-04-27T10:49:58,Dani Olmo,Pase,Mediocampista
2026-04-27T10:50:02,Raphinha,Pase,Atacante
2026-04-27T10:50:08,Cubarsi,Pase,Defensa
2026-04-27T10:50:23,Pedri,Pase errado,Mediocampista
2026-04-27T10:50:25,Pedri,Perdida,Mediocampista
2026-04-27T10:51:07,Equipo rival,Pase,Rival
2026-04-27T10:51:09,Equipo rival,Despeje,Rival
2026-04-27T10:51:15,Equipo rival,Pase,Rival
2026-04-27T10:51:17,Equipo rival,Pase errado,Rival
2026-04-27T10:51:22,De Jong,Recuperacion,Mediocampista
2026-04-27T10:51:26,De Jong,Pase,Mediocampista
2026-04-27T10:51:31,I. Martinez,Pase,Defensa
2026-04-27T10:51:38,De Jong,Pase,Mediocampista
2026-04-27T10:51:48,Pedri,Pase,Mediocampista
2026-04-27T10:51:55,Cubarsi,Pase,Defensa
2026-04-27T10:51:58,Pedri,Pase,Mediocampista
2026-04-27T10:52:00,Cubarsi,Pase,Defensa
2026-04-27T10:52:05,I. Martinez,Pase,Defensa
2026-04-27T10:52:10,Gerard Martin,Pase,Defensa
2026-04-27T10:52:13,De Jong,Pase,Mediocampista
2026-04-27T10:52:17,Pedri,Pase,Mediocampista
2026-04-27T10:52:30,Gerard Martin,Pase,Defensa
2026-04-27T10:52:44,Gerard Martin,Pase errado,Defensa
2026-04-27T10:52:46,Gerard Martin,Perdida,Defensa
2026-04-27T10:53:46,Equipo rival,Despeje,Rival
2026-04-27T10:53:52,Cubarsi,Intercepcion,Defensa
2026-04-27T10:53:57,Equipo rival,Intercepcion,Rival
2026-04-27T10:54:18,Equipo rival,Pase,Rival
2026-04-27T10:54:24,Gerard Martin,Intercepcion,Defensa
2026-04-27T10:54:38,Equipo rival,Perdida,Rival
2026-04-27T10:54:43,Pedri,Recuperacion,Mediocampista
2026-04-27T10:54:58,Equipo rival,Falta cometida,Rival
2026-04-27T10:55:01,Pedri,Falta recibida,Mediocampista
2026-04-27T10:55:33,Szczesny,Pase,Portero
2026-04-27T10:55:44,Eric Garcia,Pase,Defensa
2026-04-27T10:55:51,Lamine Yamal,Regate,Atacante
2026-04-27T10:56:03,Lamine Yamal,Perdida,Atacante
2026-04-27T10:56:05,Equipo rival,Recuperacion,Rival
2026-04-27T10:56:08,Equipo rival,Pase,Rival
2026-04-27T10:56:16,Equipo rival,Pase,Rival
2026-04-27T10:56:21,Equipo rival,Tiro,Rival
2026-04-27T10:56:22,Equipo rival,Tiro a puerta,Rival
2026-04-27T10:56:25,Equipo rival,Gol,Rival
2026-04-27T10:57:25,Ferran Torres,Pase,Atacante
2026-04-27T10:57:33,De Jong,Pase,Mediocampista
2026-04-27T10:57:52,Gerard Martin,Pase,Defensa
2026-04-27T10:58:11,Pedri,Pase errado,Mediocampista
2026-04-27T10:58:13,Equipo rival,Intercepcion,Rival
2026-04-27T10:59:43,Dani Olmo,Pase,Mediocampista
2026-04-27T10:59:46,Pedri,Pase,Mediocampista
2026-04-27T10:59:55,Lamine Yamal,Pase,Atacante
2026-04-27T11:00:02,Raphinha,Pase,Atacante
2026-04-27T11:00:14,Gerard Martin,Pase,Defensa
2026-04-27T11:00:26,Pedri,Pase errado,Mediocampista
2026-04-27T11:00:30,Equipo rival,Despeje,Rival
2026-04-27T11:00:37,Lamine Yamal,Recuperacion,Atacante
2026-04-27T11:00:46,Lamine Yamal,Tiro,Atacante
2026-04-27T11:00:57,Equipo rival,Parada,Rival
2026-04-27T11:01:41,Raphinha,Pase,Atacante
2026-04-27T11:01:44,I. Martinez,Tiro,Defensa
2026-04-27T11:02:22,Equipo rival,Pase,Rival
2026-04-27T11:02:32,Equipo rival,Pase,Rival
2026-04-27T11:02:36,Equipo rival,Pase,Rival
2026-04-27T11:02:40,Equipo rival,Pase errado,Rival
2026-04-27T11:02:46,Raphinha,Recuperacion,Atacante
2026-04-27T11:03:00,Raphinha,Pase errado,Atacante
2026-04-27T11:03:04,Equipo rival,Despeje,Rival
2026-04-27T11:03:36,Pedri,Pase,Mediocampista
2026-04-27T11:03:52,Dani Olmo,Pase errado,Mediocampista
2026-04-27T11:03:55,Equipo rival,Despeje,Rival
2026-04-27T11:04:05,Gerard Martin,Recuperacion,Defensa
2026-04-27T11:04:07,Gerard Martin,Tiro a puerta,Defensa
2026-04-27T11:04:38,Equipo rival,Parada,Rival
2026-04-27T11:05:46,Dani Olmo,Pase,Mediocampista
2026-04-27T11:15:38,Ferran Torres,Pase,Atacante
2026-04-27T11:15:42,Eric Garcia,Tiro a puerta,Defensa
2026-04-27T11:15:43,Eric Garcia,Gol,Defensa
2026-04-27T11:15:50,Equipo rival,Pase,Rival
2026-04-27T11:15:50,Equipo rival,Pase,Rival
2026-04-27T11:15:51,Equipo rival,Pase,Rival
2026-04-27T11:16:09,Equipo rival,Perdida,Rival
2026-04-27T11:17:02,Equipo rival,Pase,Rival
2026-04-27T11:17:13,Eric Garcia,Intercepcion,Defensa
2026-04-27T11:17:30,Equipo rival,Pase,Rival
2026-04-27T11:17:36,Equipo rival,Despeje,Rival
2026-04-27T11:17:37,Equipo rival,Perdida,Rival
2026-04-27T11:17:45,Eric Garcia,Pase,Defensa
2026-04-27T11:17:53,Dani Olmo,Pase,Mediocampista
2026-04-27T11:18:07,I. Martinez,Pase,Defensa
2026-04-27T11:18:21,Gerard Martin,Pase,Defensa
2026-04-27T11:18:26,Pedri,Perdida,Mediocampista
2026-04-27T11:18:29,Equipo rival,Recuperacion,Rival
2026-04-27T11:18:36,Equipo rival,Pase,Rival
2026-04-27T11:18:37,Equipo rival,Pase,Rival
2026-04-27T11:18:39,Equipo rival,Pase,Rival
2026-04-27T11:18:41,Equipo rival,Pase,Rival
2026-04-27T11:18:59,Equipo rival,Pase errado,Rival
2026-04-27T11:19:03,Pedri,Recuperacion,Mediocampista
2026-04-27T11:19:09,Pedri,Pase,Mediocampista
2026-04-27T11:19:19,Raphinha,Pase errado,Atacante
2026-04-27T11:19:22,Equipo rival,Intercepcion,Rival
2026-04-27T11:19:33,Gerard Martin,Perdida,Defensa
2026-04-27T11:19:39,Equipo rival,Recuperacion,Rival
2026-04-27T11:19:49,Equipo rival,Despeje,Rival
2026-04-27T11:19:50,Equipo rival,Perdida,Rival
2026-04-27T11:19:52,De Jong,Recuperacion,Mediocampista
2026-04-27T11:19:54,De Jong,Pase,Mediocampista
2026-04-27T11:20:07,Pedri,Pase,Mediocampista
2026-04-27T11:20:12,Gerard Martin,Pase,Defensa
2026-04-27T11:20:17,I. Martinez,Pase,Defensa
2026-04-27T11:20:22,De Jong,Pase,Mediocampista
2026-04-27T11:20:29,Pedri,Pase,Mediocampista
2026-04-27T11:20:35,Raphinha,Pase,Atacante
2026-04-27T11:20:42,Pedri,Pase,Mediocampista
2026-04-27T11:20:47,Cubarsi,Pase,Defensa
2026-04-27T11:20:54,Eric Garcia,Pase,Defensa
2026-04-27T11:21:00,Lamine Yamal,Regate,Atacante
2026-04-27T11:21:13,Equipo rival,Falta cometida,Rival
2026-04-27T11:21:16,Lamine Yamal,Falta recibida,Atacante
2026-04-27T11:21:49,Lamine Yamal,Pase,Atacante
2026-04-27T11:21:55,De Jong,Pase,Mediocampista
2026-04-27T11:22:04,Gerard Martin,Pase,Defensa
2026-04-27T11:22:20,Pedri,Pase,Mediocampista
2026-04-27T11:22:30,Pedri,Pase,Mediocampista
2026-04-27T11:22:36,Pedri,Pase,Mediocampista
2026-04-27T11:22:46,Gerard Martin,Pase errado,Defensa
2026-04-27T11:22:57,Gerard Martin,Pase,Defensa
2026-04-27T11:23:04,Ferran Torres,Tiro,Atacante
2026-04-27T11:23:13,Equipo rival,Despeje,Rival
2026-04-27T11:24:18,Eric Garcia,Pase,Defensa
2026-04-27T11:24:28,Ferran Torres,Regate,Atacante
2026-04-27T11:24:36,Equipo rival,Despeje,Rival
2026-04-27T11:24:56,Eric Garcia,Pase,Defensa
2026-04-27T11:25:02,Lamine Yamal,Pase,Atacante
2026-04-27T11:25:06,Eric Garcia,Regate,Defensa
2026-04-27T11:25:16,Eric Garcia,Pase errado,Defensa
2026-04-27T11:25:19,Equipo rival,Recuperacion,Rival
2026-04-27T11:25:30,Equipo rival,Pase,Rival
2026-04-27T11:25:31,Equipo rival,Pase,Rival
2026-04-27T11:25:33,Equipo rival,Pase,Rival
2026-04-27T11:25:45,Equipo rival,Pase,Rival
2026-04-27T11:25:54,Pedri,Intercepcion,Mediocampista
2026-04-27T11:26:05,Dani Olmo,Perdida,Mediocampista
2026-04-27T11:26:16,Equipo rival,Despeje,Rival
2026-04-27T11:26:28,Lamine Yamal,Pase,Atacante
2026-04-27T11:26:33,Eric Garcia,Pase,Defensa
2026-04-27T11:26:41,Lamine Yamal,Pase,Atacante
2026-04-27T11:26:44,Eric Garcia,Pase,Defensa
2026-04-27T11:26:56,Pedri,Pase,Mediocampista
2026-04-27T11:27:04,De Jong,Pase,Mediocampista
2026-04-27T11:27:09,Dani Olmo,Pase,Mediocampista
2026-04-27T11:27:36,Equipo rival,Intercepcion,Rival
2026-04-27T11:27:49,Lamine Yamal,Pase,Atacante
2026-04-27T11:28:00,Raphinha,Pase errado,Atacante
2026-04-27T11:28:03,Equipo rival,Recuperacion,Rival
2026-04-27T11:28:08,Raphinha,Perdida,Atacante
2026-04-27T11:28:14,Lamine Yamal,Recuperacion,Atacante
2026-04-27T11:28:25,Lamine Yamal,Tiro a puerta,Atacante
2026-04-27T11:29:06,Equipo rival,Blocaje,Rival
2026-04-27T11:29:09,Equipo rival,Pase,Rival
2026-04-27T11:29:13,Equipo rival,Pase,Rival
2026-04-27T11:29:16,Equipo rival,Pase,Rival
2026-04-27T11:29:27,Dani Olmo,Falta cometida,Mediocampista
2026-04-27T11:29:29,Equipo rival,Falta recibida,Rival
2026-04-27T11:30:31,Equipo rival,Pase,Rival
2026-04-27T11:30:32,Equipo rival,Pase,Rival
2026-04-27T11:30:36,Equipo rival,Pase,Rival
2026-04-27T11:30:44,Equipo rival,Pase,Rival
2026-04-27T11:30:52,Equipo rival,Pase,Rival
2026-04-27T11:31:08,Equipo rival,Pase errado,Rival
2026-04-27T11:31:10,Szczesny,Despeje,Portero
2026-04-27T11:31:19,Equipo rival,Pase errado,Rival
2026-04-27T11:31:27,Gerard Martin,Recuperacion,Defensa
2026-04-27T11:31:36,Gerard Martin,Pase errado,Defensa
2026-04-27T11:31:39,Equipo rival,Intercepcion,Rival
2026-04-27T11:31:54,Equipo rival,Recuperacion,Rival
2026-04-27T11:31:57,Equipo rival,Pase,Rival
2026-04-27T11:32:01,Equipo rival,Despeje,Rival
2026-04-27T11:32:19,I. Martinez,Recuperacion,Defensa
2026-04-27T11:32:51,I. Martinez,Pase,Defensa
2026-04-27T11:32:54,Cubarsi,Pase,Defensa
2026-04-27T11:32:57,I. Martinez,Pase,Defensa
2026-04-27T11:33:05,Gerard Martin,Pase errado,Defensa
2026-04-27T11:33:37,Equipo rival,Falta cometida,Rival
2026-04-27T11:33:40,Ferran Torres,Falta recibida,Atacante
2026-04-27T11:35:55,Raphinha,Pase errado,Atacante
2026-04-27T11:35:58,Equipo rival,Intercepcion,Rival
2026-04-27T11:37:00,Raphinha,Pase errado,Atacante
2026-04-27T11:37:06,Raphinha,Perdida,Atacante
2026-04-27T11:37:51,Equipo rival,Pase,Rival
2026-04-27T11:37:56,Equipo rival,Regate,Rival
2026-04-27T11:37:59,Equipo rival,Despeje,Rival
2026-04-27T11:38:02,Equipo rival,Perdida,Rival
2026-04-27T11:38:09,Szczesny,Recuperacion,Portero
2026-04-27T11:38:10,Szczesny,Pase,Portero
2026-04-27T11:38:24,I. Martinez,Pase,Defensa
2026-04-27T11:38:31,Cubarsi,Pase,Defensa
2026-04-27T11:38:35,Eric Garcia,Pase,Defensa
2026-04-27T11:38:42,Raphinha,Pase,Atacante
2026-04-27T11:38:51,De Jong,Pase,Mediocampista
2026-04-27T11:38:55,Pedri,Pase,Mediocampista
2026-04-27T11:39:07,I. Martinez,Pase errado,Defensa
2026-04-27T11:39:12,Equipo rival,Despeje,Rival
2026-04-27T11:39:15,Equipo rival,Pase,Rival
2026-04-27T11:39:20,Equipo rival,Pase errado,Rival
2026-04-27T11:39:27,Cubarsi,Recuperacion,Defensa
2026-04-27T11:39:34,Cubarsi,Pase,Defensa
2026-04-27T11:39:38,Szczesny,Pase,Portero
2026-04-27T11:39:50,Pedri,Pase,Mediocampista
2026-04-27T11:39:56,Raphinha,Perdida,Atacante
2026-04-27T11:40:01,Equipo rival,Pase,Rival
2026-04-27T11:40:04,Equipo rival,Recuperacion,Rival
2026-04-27T11:40:12,Equipo rival,Pase errado,Rival
2026-04-27T11:40:20,De Jong,Recuperacion,Mediocampista
2026-04-27T11:40:26,De Jong,Pase,Mediocampista
2026-04-27T11:40:32,Pedri,Pase,Mediocampista
2026-04-27T11:40:53,Equipo rival,Falta cometida,Rival
2026-04-27T11:40:55,Lamine Yamal,Falta recibida,Atacante
2026-04-27T11:40:58,Equipo rival,Tarjeta amarilla,Rival
2026-04-27T11:44:25,Dani Olmo,Pase errado,Mediocampista
2026-04-27T11:44:29,Equipo rival,Despeje,Rival
2026-04-27T11:44:37,Lamine Yamal,Pase errado,Atacante
2026-04-27T11:44:39,Equipo rival,Despeje,Rival
2026-04-27T11:45:11,De Jong,Pase,Mediocampista
2026-04-27T11:45:17,Pedri,Pase,Mediocampista
2026-04-27T11:45:29,De Jong,Pase,Mediocampista
2026-04-27T11:45:35,Pedri,Pase,Mediocampista
2026-04-27T11:45:47,Lamine Yamal,Pase,Atacante
2026-04-27T11:45:53,Pedri,Pase,Mediocampista
2026-04-27T11:45:57,Dani Olmo,Pase,Mediocampista
2026-04-27T11:46:01,Eric Garcia,Pase,Defensa
2026-04-27T11:46:09,Raphinha,Pase,Atacante
2026-04-27T11:46:15,Pedri,Pase,Mediocampista
2026-04-27T11:46:23,Raphinha,Pase,Atacante
2026-04-27T11:46:27,Lamine Yamal,Pase,Atacante
2026-04-27T11:46:34,De Jong,Pase,Mediocampista
2026-04-27T11:46:36,Gerard Martin,Pase,Defensa
2026-04-27T11:46:51,Lamine Yamal,Pase,Atacante
2026-04-27T11:46:56,Dani Olmo,Pase errado,Mediocampista
2026-04-27T11:46:57,Dani Olmo,Perdida,Mediocampista
2026-04-27T11:47:08,Equipo rival,Recuperacion,Rival
2026-04-27T11:47:53,Equipo rival,Pase,Rival
2026-04-27T11:48:08,Equipo rival,Falta recibida,Rival
2026-04-27T11:48:11,Cubarsi,Falta cometida,Defensa
2026-04-27T11:48:27,Equipo rival,Pase,Rival
2026-04-27T11:48:28,Equipo rival,Pase,Rival
2026-04-27T11:48:33,Equipo rival,Pase,Rival
2026-04-27T11:48:37,Equipo rival,Pase,Rival
2026-04-27T11:48:51,Equipo rival,Pase errado,Rival
2026-04-27T11:48:53,De Jong,Recuperacion,Mediocampista
2026-04-27T11:48:58,De Jong,Pase,Mediocampista
2026-04-27T11:49:13,Pedri,Pase,Mediocampista
2026-04-27T11:49:24,Dani Olmo,Pase,Mediocampista
2026-04-27T11:49:37,Lamine Yamal,Pase,Atacante
2026-04-27T11:49:46,Ferran Torres,Regate,Atacante
2026-04-27T11:49:49,Ferran Torres,Pase,Atacante
2026-04-27T11:49:53,Raphinha,Pase,Atacante
2026-04-27T11:49:57,De Jong,Pase,Mediocampista
2026-04-27T11:50:00,Pedri,Pase,Mediocampista
2026-04-27T11:50:13,Ferran Torres,Pase,Atacante
2026-04-27T11:50:23,Lamine Yamal,Tiro a puerta,Atacante
2026-04-27T11:50:24,Lamine Yamal,Gol,Atacante
