timestamp,player,action,position
2026-04-24T14:07:21,Eric Garcia,Pase,Defensa
2026-04-24T14:07:25,Ferran Torres,Pase,Atacante
2026-04-24T14:07:47,Lamine Yamal,Pase,Atacante
2026-04-24T14:07:53,Dani Olmo,Pase,Mediocampista
2026-04-24T14:08:01,Lamine Yamal,Pase,Atacante
2026-04-24T14:08:06,Pedri,Pase,Mediocampista
2026-04-24T14:08:12,De Jong,Pase,Mediocampista
2026-04-24T14:08:21,I. Martinez,Pase,Defensa
2026-04-24T14:08:38,Gerard Martin,Falta recibida,Defensa
2026-04-24T14:08:41,Equipo rival,Falta cometida,Rival
2026-04-24T14:09:12,Pedri,Pase,Mediocampista
2026-04-24T14:09:19,Raphinha,Pase,Atacante
2026-04-24T14:09:33,De Jong,Pase errado,Mediocampista
2026-04-24T14:09:34,De Jong,Perdida,Mediocampista
